gene_symbol,citrus_sinensis_id,arabidopsis_id,gene_description,mapman_bin,condition,condition_label,log2_fold_change_vs_healthy,direction
ABC-2 ,orange1.1g009738m,AT3G21090,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABC-2 ,orange1.1g009738m,AT3G21090,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.65318,up
*,orange1.1g009771m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g009835m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
SULTR2;2,orange1.1g009895m,AT1G77990,STAS domain/Sulfate transporter family,transport.sulphate,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g010041m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PHT1;7,orange1.1g010076m,AT3G54700,phosphate transporter 1;7,transport.phosphate,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PHT1;7,orange1.1g010112m,AT3G54700,phosphate transporter 1;7,transport.phosphate,healthy_mock,healthy/mock-inoculated control,0.0,baseline
BAT1,orange1.1g010352m,AT2G01170,bidirectional amino acid transporter 1,transport.amino acids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
BAT1,orange1.1g010352m,AT2G01170,bidirectional amino acid transporter 1,transport.amino acids,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.07806,up
CYP76G1,orange1.1g010359m,AT3G52970,"cytochromeP450,family76,subfamilyG,polypeptide1",misc.cytochrome P456,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP76G1,orange1.1g010359m,AT3G52970,"cytochromeP450,family76,subfamilyG,polypeptide1",misc.cytochrome P456,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.02875,up
CYP75B1,orange1.1g010365m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP75B1,orange1.1g010388m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP75B1,orange1.1g010388m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.92729,up
CYP75B1,orange1.1g010388m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.94037,up
TPS21,orange1.1g010399m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS21,orange1.1g010399m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.06015,down
CYP75B1,orange1.1g010625m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP75B1,orange1.1g010625m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.04408,up
CYP71A26,orange1.1g010638m,AT3G48270,"cytochromeP450,family71,subfamilyA,polypeptide26",misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP71A26,orange1.1g010638m,AT3G48270,"cytochromeP450,family71,subfamilyA,polypeptide26",misc.cytochrome P450,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.44578,up
PRR5,orange1.1g010665m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g010665m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.6777,up
PRR5,orange1.1g010665m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.07202,up
OPT7,orange1.1g010747m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OPT7,orange1.1g010747m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.59826,up
NPR3,orange1.1g010793m,AT5G45110,NPR1-like protein 3,cell.organisation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP71B34,orange1.1g011096m,AT3G26300,"cytochromeP450,family71,subfamilyB,polypeptide34",misc.cytochrome P451,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP71B34,orange1.1g011096m,AT3G26300,"cytochromeP450,family71,subfamilyB,polypeptide34",misc.cytochrome P451,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.17836,up
UDP-Glycosyl,orange1.1g011106m,AT5G12890,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g011106m,AT5G12890,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.95928,up
PRR5,orange1.1g011192m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g011192m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.93609,up
PRR5,orange1.1g011192m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.26829,up
PRR5,orange1.1g011208m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g011208m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.40086,up
PRR5,orange1.1g011208m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.84661,up
PRR5,orange1.1g011217m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g011217m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.37568,up
PRR5,orange1.1g011217m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.69846,up
CYP71B34,orange1.1g011227m,AT3G26300,"cytochromeP450,family71,subfamilyB,polypeptide34",misc.cytochrome P452,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP71B34,orange1.1g011227m,AT3G26300,"cytochromeP450,family71,subfamilyB,polypeptide34",misc.cytochrome P452,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.12783,up
,orange1.1g011248m,AT5G08780,winged-helixDNA-binding transcription factor,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g011248m,AT5G08780,winged-helixDNA-binding transcription factor,not assigned.unknown,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.74407,up
BCS1,orange1.1g011254m,AT3G50930,cytochrome BC1 synthesis,protein.degradation.AAA type,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP82G1,orange1.1g011292m,AT3G25180,"cytochromeP450,family82,subfamilyG,polypeptide1",misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP82G1,orange1.1g011292m,AT3G25180,"cytochromeP450,family82,subfamilyG,polypeptide1",misc.cytochrome P450,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.63269,up
UDP-Glycosyl,orange1.1g011355m,AT5G59070,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g011355m,AT5G59070,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.20116,up
SOBIR1,orange1.1g011360m,AT2G31880,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
SOBIR1,orange1.1g011360m,AT2G31880,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.84287,up
UGT72B1,orange1.1g011396m,AT4G01070,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g011487m,AT4G19800,Glycosyl hydrolase family protein with chitinase insertion domain,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g011487m,AT4G19800,Glycosyl hydrolase family protein with chitinase insertion domain,stress.biotic,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.21741,up
PMEI,orange1.1g011489m,AT5G20860,Plant invertase/pectinmethyl esterase inhibitor,cell wall.pectin*esterases.PME,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PMEI,orange1.1g011611m,AT5G20860,Plant invertase/pectinmethyl esterase inhibitor,cell wall.pectin*esterases.PME,healthy_mock,healthy/mock-inoculated control,0.0,baseline
B-box,orange1.1g011625m,AT1G28050,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
B-box,orange1.1g011625m,AT1G28050,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.01679,up
Calmodulin,orange1.1g011961m,AT1G73805,Calmodulin binding protein-like,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Calmodulin,orange1.1g011961m,AT1G73805,Calmodulin binding protein-like,signalling.calcium,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.8,up
TPS21,orange1.1g012005m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS21,orange1.1g012005m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.6777,up
BCS1,orange1.1g012016m,AT3G50930,cytochrome BC1 synthesis,protein.degradation.AAA type,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g012057m,AT1G48100,Pectinlyase-like super family protein,cell wall.degradation.pectate lyases and polygalacturonases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g012057m,AT1G48100,Pectinlyase-like super family protein,cell wall.degradation.pectate lyases and polygalacturonases,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.06606,down
BGLU11,orange1.1g012181m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g012181m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.7517,up
*,orange1.1g012219m,AT4G08850,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g012474m,AT3G11340,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
LOX2,orange1.1g012542m,AT3G45140,lipoxygenase2,hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g012678m,AT3G11340,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g012707m,AT1G12570,Glucose-methanol-choline(GMC)oxidoreductase,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
NAC2,orange1.1g013027m,AT5G04410,NAC domain containing protein 2,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NAC2,orange1.1g013027m,AT5G04410,NAC domain containing protein 2,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.99489,up
NAC2,orange1.1g013077m,AT5G04410,NAC domain containing protein 2,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NAC2,orange1.1g013077m,AT5G04410,NAC domain containing protein 2,development.unspecified,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.04933,up
NAC2,orange1.1g013077m,AT5G04410,NAC domain containing protein 2,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.88683,up
PRR5,orange1.1g013244m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g013244m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.43619,up
PRR5,orange1.1g013244m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.73352,up
NB-ARC,orange1.1g013440m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP83B1,orange1.1g013651m,AT4G31500,"cytochromeP450,family83,subfamilyB,polypeptide1",,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP83B1,orange1.1g013651m,AT4G31500,"cytochromeP450,family83,subfamilyB,polypeptide1",,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.66984,up
ABC-2 ,orange1.1g013741m,AT3G21090,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABC-2 ,orange1.1g013741m,AT3G21090,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,mild_ctv_b2,mild Citrus tristeza virus strain B2,5.41276,up
*,orange1.1g013793m,AT4G08850,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
VTE2,orange1.1g013845m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
VTE2,orange1.1g013845m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.53734,down
B-box,orange1.1g014102m,AT2G33500,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
B-box,orange1.1g014102m,AT2G33500,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.36725,up
*,orange1.1g014206m,AT3G25810,Terpenoidcyclases/Proteinprenyl transferases,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OPT7,orange1.1g014451m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OPT7,orange1.1g014451m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.64793,up
CDR1,orange1.1g014537m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CDR1,orange1.1g014537m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.93077,up
*,orange1.1g014634m,AT3G28960,Transmem brane amino acid transporter ,transport.amino acids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g014634m,AT3G28960,Transmem brane amino acid transporter ,transport.amino acids,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.14752,up
*,orange1.1g014679m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g014679m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.63766,down
ZIP4,orange1.1g014759m,AT1G10970,zinc transporter 4 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP4,orange1.1g014759m,AT1G10970,zinc transporter 4 precursor,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,-2.16179,down
OPT7,orange1.1g014857m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OPT7,orange1.1g014857m,AT4G10770,oligo peptide transporter 7,transport.peptides and oligopeptides,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.90265,up
PLP2,orange1.1g015047m,AT2G26560,phospholipaseA2A,development.storage proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PLP2,orange1.1g015047m,AT2G26560,phospholipaseA2A,development.storage proteins,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.70529,up
TPS21,orange1.1g015245m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS21,orange1.1g015245m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.4736,up
ZIP4,orange1.1g015318m,AT1G10970,zinc transporter 4 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP4,orange1.1g015318m,AT1G10970,zinc transporter 4 precursor,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,-2.19029,down
*,orange1.1g015588m,AT1G12570,Glucose-methanol-choline(GMC)oxidoreductase,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g015605m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g015605m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.27795,up
WRKY27,orange1.1g015616m,AT5G52830,transcription factor WRKY27,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY27,orange1.1g015616m,AT5G52830,transcription factor WRKY27,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.15681,up
JMJD5,orange1.1g015736m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMJD5,orange1.1g015736m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.15937,up
JMJD5,orange1.1g015736m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.35027,up
BGLU11,orange1.1g015785m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g015785m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.87832,up
VTE2,orange1.1g015791m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
VTE2,orange1.1g015791m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.25019,down
PLP2,orange1.1g015803m,AT2G26560,phospholipaseA2A,development.storage proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PLP2,orange1.1g015803m,AT2G26560,phospholipaseA2A,development.storage proteins,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.7679,up
CDR1,orange1.1g016180m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CDR1,orange1.1g016180m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.80339,up
HSFA8,orange1.1g016378m,AT1G67970,heat shock transcription factor A8 ,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFA8,orange1.1g016378m,AT1G67970,heat shock transcription factor A8 ,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.06092,up
*,orange1.1g016534m,AT2G15320,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g016534m,AT2G15320,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.0822,up
GATA8,orange1.1g016724m,AT3G54810,Plant-specific GATA-type zinc finger transcription factor ,RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
GATA8,orange1.1g016724m,AT3G54810,Plant-specific GATA-type zinc finger transcription factor ,RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.00097,up
*,orange1.1g016822m,AT1G12570,Glucose-methanol-choline(GMC)oxidoreductase,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g017013m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR5,orange1.1g017013m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.44169,up
PRR5,orange1.1g017013m,AT5G24470,pseudo-response regulator 5,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.17,up
CDR1,orange1.1g017265m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CDR1,orange1.1g017265m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.73352,up
PP2CA,orange1.1g017373m,AT3G11410,Protein phosphatase 2C family protein,protein.postranslational modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2CA,orange1.1g017373m,AT3G11410,Protein phosphatase 2C family protein,protein.postranslational modification,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.32676,up
PP2CA,orange1.1g017373m,AT3G11410,Protein phosphatase 2C family protein,protein.postranslational modification,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.7837,up
BGLU11,orange1.1g017505m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g017505m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.27795,up
JMT,orange1.1g017514m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMT,orange1.1g017514m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.34502,up
JMT,orange1.1g017514m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.43076,up
OMT1,orange1.1g017595m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g017595m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.05484,up
*,orange1.1g017672m,AT1G43650,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g017672m,AT1G43650,nodulinMtN21/EamA-like transporter,development.unspecified,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.95442,up
*,orange1.1g017672m,AT1G43650,nodulinMtN21/EamA-like transporter,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.16441,up
HSFA6B,orange1.1g017694m,AT3G22830,heat shock transcription factor A6B,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFA6B,orange1.1g017694m,AT3G22830,heat shock transcription factor A6B,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.37388,down
HSFA6B,orange1.1g017721m,AT3G22830,heat shock transcription factor A6B,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFA6B,orange1.1g017721m,AT3G22830,heat shock transcription factor A6B,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.41437,down
WRKY33,orange1.1g017783m,AT2G38470,transcription factor WRKY33,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g017816m,AT3G21420,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g017934m,AT5G05600,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g017934m,AT5G05600,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.94655,up
